Category,Country,Year,Value
Community development,Bulgaria,2019,0.11777414979247383
Community development,Bulgaria,2020,0.1088598271546053
Community development,Switzerland,2012,0.06278875712342476
Community development,Switzerland,2013,0.05796184560897645
Community development,Switzerland,2014,0.06377568476746509
Community development,Switzerland,2015,0.06530433980509733
Community development,Switzerland,2016,0.058269594095905354
Community development,Switzerland,2017,0.06400051447254466
Community development,Switzerland,2018,0.06202136921044355
Community development,Switzerland,2019,0.07148806908040926
Community development,Switzerland,2020,0.07392358886772701
Community development,Cyprus,2012,0.9438123865116897
Community development,Cyprus,2013,0.958409782542419
Community development,Cyprus,2014,0.7447319651314435
Community development,Cyprus,2015,0.7662643082444467
Community development,Cyprus,2016,0.5785271749992111
Community development,Cyprus,2017,0.6321261889289301
Community development,Cyprus,2018,0.606225576813948
Community development,Cyprus,2019,0.6196011425514104
Community development,Cyprus,2020,0.7083841442527711
Community development,Czechia,2012,0.11630660413623434
Community development,Czechia,2013,0.2074481928239732
Community development,Czechia,2014,0.21479990343508765
Community development,Czechia,2015,0.16230415279237453
Community development,Czechia,2016,0.08983394246457224
Community development,Czechia,2017,0.10049816388669824
Community development,Czechia,2018,0.2751095532313759
Community development,Czechia,2019,0.20592739352919925
Community development,Czechia,2020,0.18785442810976927
Community development,Germany,2012,0.2122528967584717
Community development,Germany,2013,0.21690646842264394
Community development,Germany,2014,0.20710999067441405
Community development,Germany,2015,0.19840194568730213
Community development,Germany,2016,0.19647562477270844
Community development,Germany,2017,0.18808384039961312
Community development,Germany,2018,0.19646704006893578
Community development,Germany,2019,0.20099272729366646
Community development,Germany,2020,0.2172412881779981
Community development,Denmark,2012,0.0
Community development,Denmark,2013,0.0
Community development,Denmark,2014,0.0
Community development,Denmark,2015,0.0
Community development,Denmark,2016,0.0
Community development,Denmark,2017,0.0
Community development,Denmark,2018,0.0
Community development,Denmark,2019,0.0
Community development,Denmark,2020,0.0
Community development,Estonia,2012,0.07590683552216647
Community development,Estonia,2013,0.07667576199843476
Community development,Estonia,2014,0.08180285511916281
Community development,Estonia,2015,0.07464350456100895
Community development,Estonia,2016,0.08046753939460821
Community development,Estonia,2017,0.07510405477980665
Community development,Estonia,2018,0.06825491088299489
Community development,Estonia,2019,0.07527543967699993
Community development,Estonia,2020,0.07536865101037685
Community development,Greece,2012,0.0
Community development,Greece,2013,0.0011118251499296215
Community development,Greece,2014,0.0
Community development,Greece,2015,0.0005669933871561256
Community development,Greece,2016,0.0005730849506745783
Community development,Greece,2017,0.0
Community development,Greece,2018,0.0005569240416868783
Community development,Greece,2019,0.0005454013936096409
Community development,Greece,2020,0.0006045733556058158
Community development,Spain,2012,0.08476351561045248
Community development,Spain,2013,0.08582538844316076
Community development,Spain,2014,0.08880427035235056
Community development,Spain,2015,0.06548606241396839
Community development,Spain,2016,0.05482672600994239
Community development,Spain,2017,0.05634447376842163
Community development,Spain,2018,0.06072139677487147
Community development,Spain,2019,0.03396190967095486
Community development,Spain,2020,0.037030775794752904
Community development,Finland,2012,0.2551769077334023
Community development,Finland,2013,0.25254379138708205
Community development,Finland,2014,0.2474661304900506
Community development,Finland,2015,0.24221207748894197
Community development,Finland,2016,0.23078549821164226
Community development,Finland,2017,0.21299066287820204
Community development,Finland,2018,0.20731425242651907
Community development,Finland,2019,0.20261988343103005
Community development,Finland,2020,0.19702736537863702
Community development,France,2012,0.7022200263883064
Community development,France,2013,0.6992762573393305
Community development,France,2014,0.6611420318034762
Community development,France,2015,0.6108444564125703
Community development,France,2016,0.5829564899788687
Community development,France,2017,0.577736259392785
Community development,France,2018,0.575888183756145
Community development,France,2019,0.6318419287547151
Community development,France,2020,0.6163683650375746
Community development,Croatia,2012,0.707511227846853
Community development,Croatia,2013,0.6967151321755921
Community development,Croatia,2014,0.6942628969449249
Community development,Croatia,2015,0.6244213717384148
Community development,Croatia,2016,0.6899217764746393
Community development,Croatia,2017,0.6435814899801743
Community development,Croatia,2018,0.4739588072921406
Community development,Croatia,2019,0.5594453350202356
Community development,Croatia,2020,0.6121975452603773
Community development,Hungary,2012,9.975301154341849e-05
Community development,Hungary,2013,0.002640852819403813
Community development,Hungary,2014,0.02531435917029129
Community development,Hungary,2015,0.016490677447668696
Community development,Hungary,2016,0.024772978873293956
Community development,Hungary,2017,0.037630476592347785
Community development,Hungary,2018,0.028591462545184063
Community development,Hungary,2019,0.08271563905679602
Community development,Hungary,2020,0.16723924644389865
Community development,Ireland,2012,0.1004467717523634
Community development,Ireland,2013,0.07071308208735656
Community development,Ireland,2014,0.07237863251543428
Community development,Ireland,2015,0.06620378521377814
Community development,Ireland,2016,0.10103428763240396
Community development,Ireland,2017,0.09097833446174677
Community development,Ireland,2018,0.12705457192865474
Community development,Ireland,2019,0.12225802526796685
Community development,Ireland,2020,0.11594897923056868
Community development,Iceland,2012,0.24738891453758308
Community development,Iceland,2013,0.19039141507801105
Community development,Iceland,2014,0.24568383237088612
Community development,Iceland,2015,0.29375826986508646
Community development,Iceland,2016,0.28132013060911926
Community development,Iceland,2017,0.32576410846028553
Community development,Iceland,2018,0.39971044597614336
Community development,Iceland,2019,0.35990366488368525
Community development,Iceland,2020,0.37306561008592615
Community development,Italy,2012,0.30018000334532025
Community development,Italy,2013,0.26371083997886097
Community development,Italy,2014,0.21709400532971004
Community development,Italy,2015,0.20654179919111004
Community development,Italy,2016,0.17690903125322122
Community development,Italy,2017,0.1528279974441907
Community development,Italy,2018,0.1410755568843291
Community development,Italy,2019,0.22536405980357316
Community development,Italy,2020,0.18968802883065342
Community development,Lithuania,2012,0.1284039006052044
Community development,Lithuania,2013,0.12271864609940211
Community development,Lithuania,2014,0.1375019477164562
Community development,Lithuania,2015,0.13843628583745923
Community development,Lithuania,2016,0.2188228820336385
Community development,Lithuania,2017,0.24008723563793424
Community development,Lithuania,2018,0.31549899813688614
Community development,Lithuania,2019,0.3009720251409784
Community development,Lithuania,2020,0.3492091557898798
Community development,Luxembourg,2012,0.32476325167325076
Community development,Luxembourg,2013,0.1317866563464339
Community development,Luxembourg,2014,0.19462728296065168
Community development,Luxembourg,2015,0.15921008158131442
Community development,Luxembourg,2016,0.1674135934144723
Community development,Luxembourg,2017,0.15386255174595315
Community development,Luxembourg,2018,0.15152724829178393
Community development,Luxembourg,2019,0.15487321559121167
Community development,Luxembourg,2020,0.09478087710902888
Community development,Latvia,2012,0.3081796583323905
Community development,Latvia,2013,0.3281954078968729
Community development,Latvia,2014,0.30136545640782536
Community development,Latvia,2015,0.2950500771199857
Community development,Latvia,2016,0.24437060773393557
Community development,Latvia,2017,0.33612012866693347
Community development,Latvia,2018,0.35330113605180835
Community development,Latvia,2019,0.31846303286329886
Community development,Latvia,2020,0.34429259919455996
Community development,Malta,2012,0.2009640844592301
Community development,Malta,2013,0.1686743954785192
Community development,Malta,2014,0.1451246129058061
Community development,Malta,2015,0.14804885612252042
Community development,Malta,2016,0.15937615618863307
Community development,Malta,2017,0.1692274181927852
Community development,Malta,2018,0.3335649756775539
Community development,Malta,2019,0.3103421522228257
Community development,Malta,2020,0.28486782133090244
Community development,Netherlands,2012,0.182092176315459
Community development,Netherlands,2013,0.16488433114345544
Community development,Netherlands,2014,0.1642444457680624
Community development,Netherlands,2015,0.15753440539819827
Community development,Netherlands,2016,0.15035216288292155
Community development,Netherlands,2017,0.1338488591687823
Community development,Netherlands,2018,0.14225045123496907
Community development,Netherlands,2019,0.15447909428021475
Community development,Netherlands,2020,0.1650910825706502
Community development,Norway,2012,0.0
Community development,Norway,2013,0.0
Community development,Norway,2014,0.0
Community development,Norway,2015,0.0
Community development,Norway,2016,0.0
Community development,Norway,2017,0.0
Community development,Norway,2018,0.0
Community development,Norway,2019,0.0
Community development,Norway,2020,0.0
Community development,Poland,2012,0.051662033257790695
Community development,Poland,2013,0.04871813622744468
Community development,Poland,2014,0.05073662842555285
Community development,Poland,2015,0.04722746842622721
Community development,Poland,2016,0.04574613883046688
Community development,Poland,2017,0.04847859234313054
Community development,Poland,2018,0.05388733278945002
Community development,Poland,2019,0.04852539329699813
Community development,Poland,2020,0.033982885397850646
Community development,Portugal,2012,0.21569191351407882
Community development,Portugal,2013,0.19901192018642486
Community development,Portugal,2014,0.20144036215348185
Community development,Portugal,2015,0.19119352390364203
Community development,Portugal,2016,0.18247646788188954
